date_utc,Open_time,Open_price,High_price,Low_price,Close_price,Volume,Close_time,Quote_volume,Nb_trades,Taker_buy_base_volume,Taker_buy_quote_volume,target_up
2023-08-28 00:00:00+00:00,1693180800000,26101.78,26105.0,25872.05,25963.02,5714.74716,1693202399999,148609676.9372336,125103,2459.39264,63950367.3575036,0
2023-08-28 06:00:00+00:00,1693202400000,25963.01,26004.0,25864.5,26000.99,4435.50168,1693223999999,115057288.1698128,111246,2314.65067,60048357.3538075,1
2023-08-28 12:00:00+00:00,1693224000000,26000.99,26253.99,25991.44,26141.79,7687.00032,1693245599999,200908419.9834516,163132,3921.50238,102493857.718043,1
2023-08-28 18:00:00+00:00,1693245600000,26141.79,26178.83,25918.0,26120.0,4855.37739,1693267199999,126433554.086072,123576,2216.8598,57733591.3640854,0
2023-08-29 00:00:00+00:00,1693267200000,26120.0,26206.24,26032.07,26065.15,5339.28346,1693288799999,139324093.5487827,99640,2694.03844,70311364.3875862,0
2023-08-29 06:00:00+00:00,1693288800000,26065.15,26065.16,25922.0,25975.55,5310.25989,1693310399999,138028592.3870316,118615,2383.12393,61942214.0527875,0
2023-08-29 12:00:00+00:00,1693310400000,25975.54,28142.85,25964.79,27892.07,51471.3079,1693331999999,1408976377.1333272,704151,26846.39757,734669951.738056,1
2023-08-29 18:00:00+00:00,1693332000000,27892.08,28020.73,27532.79,27716.34,12131.14363,1693353599999,336996987.6893377,214677,6021.99077,167320502.2030366,0
2023-08-30 00:00:00+00:00,1693353600000,27716.34,27768.57,27280.99,27469.04,9013.17772,1693375199999,247844806.0545489,152199,4137.46,113749655.957109,0
2023-08-30 06:00:00+00:00,1693375200000,27469.05,27499.0,27310.05,27338.51,6125.57353,1693396799999,167932117.1784866,133161,2989.71585,81959509.249628,0
2023-08-30 12:00:00+00:00,1693396800000,27338.52,27464.45,27017.24,27167.98,15387.77382,1693418399999,419214083.1449861,282337,7444.7556,202814915.34623832,0
2023-08-30 18:00:00+00:00,1693418400000,27167.97,27337.78,27100.0,27299.99,4921.73341,1693439999999,134095444.7845041,122595,2143.64567,58402329.1767567,1
2023-08-31 00:00:00+00:00,1693440000000,27299.99,27303.36,27178.88,27251.29,3136.53649,1693461599999,85392198.8147819,96512,1439.3739,39187990.2734024,0
2023-08-31 06:00:00+00:00,1693461600000,27251.29,27587.51,27184.99,27303.96,7316.68757,1693483199999,199816284.76382527,163717,3463.22352,94593527.5624634,1
2023-08-31 12:00:00+00:00,1693483200000,27303.95,27315.47,26133.94,26329.07,25029.67357,1693504799999,669987578.0744629,401225,12251.96332,327961424.3854284,0
2023-08-31 18:00:00+00:00,1693504800000,26329.08,26387.32,25655.01,25940.78,15549.90638,1693526399999,405177124.3586008,283236,7443.55323,193964291.6636066,0
2023-09-01 00:00:00+00:00,1693526400000,25940.77,26100.0,25931.11,26027.27,4788.52171,1693547999999,124638304.9054656,109473,2497.48788,64995270.256639,1
2023-09-01 06:00:00+00:00,1693548000000,26027.26,26072.34,25957.37,26047.49,5038.60771,1693569599999,131058202.5422774,129818,2351.36854,61159180.2281968,1
2023-09-01 12:00:00+00:00,1693569600000,26047.5,26156.0,25333.75,25478.86,21950.72134,1693591199999,565840477.1762103,415800,10472.91818,270009829.2940543,0
2023-09-01 18:00:00+00:00,1693591200000,25478.85,25937.42,25455.41,25805.05,9254.2998,1693612799999,237907607.0857962,226088,4639.2157,119265666.4042823,1
2023-09-02 00:00:00+00:00,1693612800000,25805.04,25853.03,25752.47,25821.38,3438.78388,1693634399999,88698080.6304132,121008,1744.65342,45001335.9019717,1
2023-09-02 06:00:00+00:00,1693634400000,25821.37,25860.0,25774.81,25813.54,3677.11214,1693655999999,94915779.1446245,136247,1663.08729,42927447.8408411,0
2023-09-02 12:00:00+00:00,1693656000000,25813.55,25987.5,25785.64,25813.58,6019.37468,1693677599999,155730491.9978914,191466,2793.49916,72274373.2813299,1
2023-09-02 18:00:00+00:00,1693677600000,25813.58,25907.09,25763.2,25869.51,3115.50628,1693699199999,80468618.1739307,119007,1433.67429,37031279.9979057,1
2023-09-03 00:00:00+00:00,1693699200000,25869.52,25907.53,25826.29,25900.06,2282.76557,1693720799999,59053693.2429873,80069,1218.83639,31529942.5341654,1
2023-09-03 06:00:00+00:00,1693720800000,25900.06,25956.3,25877.3,25943.38,3851.53921,1693742399999,99826788.6938803,105802,2180.63935,56521461.3043093,1
2023-09-03 12:00:00+00:00,1693742400000,25943.39,26085.01,25800.0,25888.0,6196.50171,1693763999999,160523999.1969089,168705,2606.17869,67532651.1269789,0
2023-09-03 18:00:00+00:00,1693764000000,25887.99,26135.0,25882.27,25971.21,5143.67018,1693785599999,133696208.9683312,141836,2577.51055,66997481.0613931,1
2023-09-04 00:00:00+00:00,1693785600000,25971.21,26108.02,25877.66,25934.44,3892.23919,1693807199999,101087614.1943762,122033,1867.28325,48501670.1574936,0
2023-09-04 06:00:00+00:00,1693807200000,25934.44,26011.24,25865.57,25892.49,4567.91,1693828799999,118513381.1224974,123320,2112.82334,54821631.255977,0
2023-09-04 12:00:00+00:00,1693828800000,25892.49,25966.8,25717.04,25907.48,7366.0389,1693850399999,190387170.4240862,198361,3363.56648,86934434.215032,1
2023-09-04 18:00:00+00:00,1693850400000,25907.47,25948.15,25631.21,25826.02,5951.408,1693871999999,153544724.8290395,153116,2833.69553,73108147.801053,0
2023-09-05 00:00:00+00:00,1693872000000,25826.03,25844.48,25562.62,25733.31,4639.38847,1693893599999,119280296.478921,126215,2101.2427,54015620.666919,0
2023-09-05 06:00:00+00:00,1693893600000,25733.31,25812.09,25654.0,25783.68,4769.14969,1693915199999,122738316.7118943,129808,2379.70933,61251237.2526607,1
2023-09-05 12:00:00+00:00,1693915200000,25783.69,25915.49,25625.03,25749.08,8738.74851,1693936799999,225132711.8766962,204828,4110.98583,105917765.9280138,0
2023-09-05 18:00:00+00:00,1693936800000,25749.09,25802.73,25675.0,25792.1,3176.1067,1693958399999,81742382.532689,105885,1334.72052,34352414.6185022,1
2023-09-06 00:00:00+00:00,1693958400000,25792.11,25870.51,25740.13,25746.55,2907.43778,1693979999999,75001327.0654579,97325,1289.95653,33279450.2771175,0
2023-09-06 06:00:00+00:00,1693980000000,25746.55,25791.32,25715.16,25733.29,3775.30185,1694001599999,97231035.4281815,114205,1424.85766,36692657.6727977,0
2023-09-06 12:00:00+00:00,1694001600000,25733.28,26040.0,25372.51,25860.01,13279.98759,1694023199999,340698952.3045322,260841,6476.3469,166210449.242795,1
2023-09-06 18:00:00+00:00,1694023200000,25860.0,25959.52,25588.0,25759.95,7299.79664,1694044799999,187831866.0029961,163931,3545.54455,91233887.5913857,0
2023-09-07 00:00:00+00:00,1694044800000,25759.95,25850.0,25724.78,25788.92,2726.06226,1694066399999,70277136.8722633,96580,1255.12295,32355645.2407665,1
2023-09-07 06:00:00+00:00,1694066400000,25788.91,25795.62,25691.07,25708.6,3156.04973,1694087999999,81258777.7603832,104966,1268.40071,32655225.5908411,0
2023-09-07 12:00:00+00:00,1694088000000,25708.6,25976.66,25615.38,25931.18,8337.0258,1694109599999,214924349.04390272,195991,4311.22488,111155527.0950514,1
2023-09-07 18:00:00+00:00,1694109600000,25931.19,26443.14,25836.76,26255.0,13468.35788,1694131199999,352462745.2305691,234392,6671.44302,174574926.3653783,1
2023-09-08 00:00:00+00:00,1694131200000,26255.0,26445.5,26198.91,26239.43,7250.67253,1694152799999,190634243.04819152,148381,3700.21737,97286301.1307763,0
2023-09-08 06:00:00+00:00,1694152800000,26239.44,26289.13,25647.26,25839.51,10085.99683,1694174399999,261975110.29719967,211234,4491.77728,116593868.4954271,0
2023-09-08 12:00:00+00:00,1694174400000,25839.52,25955.0,25719.8,25829.01,7602.90979,1694195999999,196548253.3015451,168063,4014.4674,103785715.5851509,0
2023-09-08 18:00:00+00:00,1694196000000,25829.01,25934.36,25766.21,25910.5,4060.18556,1694217599999,105026930.462756,119174,2032.4374,52570959.2200533,1
2023-09-09 00:00:00+00:00,1694217600000,25910.5,25910.5,25836.49,25844.92,2804.90781,1694239199999,72575288.3507907,87437,1168.07267,30221507.2949812,0
2023-09-09 06:00:00+00:00,1694239200000,25844.92,25907.75,25844.92,25863.03,2416.76072,1694260799999,62536548.8267167,86243,1086.03054,28100921.2618617,1
2023-09-09 12:00:00+00:00,1694260800000,25863.03,25945.09,25796.64,25879.0,3837.33295,1694282399999,99273010.8104361,113952,1969.34071,50950848.9992055,1
2023-09-09 18:00:00+00:00,1694282400000,25879.01,25919.5,25845.7,25901.61,1921.62129,1694303999999,49724625.8196348,71406,988.99957,25590111.2068375,1
2023-09-10 00:00:00+00:00,1694304000000,25901.6,25902.68,25750.35,25847.81,3447.81962,1694325599999,89063614.2506426,113261,1454.07729,37559720.0227637,0
2023-09-10 06:00:00+00:00,1694325600000,25847.82,25873.96,25795.33,25795.33,2713.92437,1694347199999,70132622.7565609,92133,1249.19356,32282231.1819891,0
2023-09-10 12:00:00+00:00,1694347200000,25795.33,25834.82,25650.0,25695.6,5237.31126,1694368799999,134891437.3690937,136952,2280.43746,58730185.0423916,0
2023-09-10 18:00:00+00:00,1694368800000,25695.59,26033.66,25570.57,25841.61,7339.21389,1694390399999,189489784.82923728,147427,3763.80241,97180764.7932057,1
2023-09-11 00:00:00+00:00,1694390400000,25841.6,25894.48,25652.78,25892.97,4285.91664,1694411999999,110397374.4352501,115547,2115.65556,54495023.2088725,1
2023-09-11 06:00:00+00:00,1694412000000,25892.96,25900.69,25577.3,25601.27,7530.14468,1694433599999,193735803.40814328,172274,3379.1628,86935488.2355187,0
2023-09-11 12:00:00+00:00,1694433600000,25601.27,25755.09,24951.0,25223.92,22187.37928,1694455199999,560480465.7370512,401564,10619.90329,268270481.7125047,0
2023-09-11 18:00:00+00:00,1694455200000,25223.92,25227.96,24901.0,25162.52,7678.8794,1694476799999,192758241.089262,174753,3550.18078,89120652.2283263,0
2023-09-12 00:00:00+00:00,1694476800000,25162.53,25990.0,25131.48,25773.08,15730.14096,1694498399999,403390395.0700841,280017,8057.667,206523715.4347432,1
2023-09-12 06:00:00+00:00,1694498400000,25773.07,26331.38,25723.27,26098.99,16512.48377,1694519999999,428847463.5089906,267457,8090.73605,210162483.71250832,1
2023-09-12 12:00:00+00:00,1694520000000,26098.98,26567.0,25892.42,25903.04,17253.80369,1694541599999,451688795.6024199,331659,8283.31422,216882654.73843408,0
2023-09-12 18:00:00+00:00,1694541600000,25903.04,26265.98,25790.0,25840.1,6937.95695,1694563199999,180466382.78016767,167923,3288.80103,85578466.0930208,0
2023-09-13 00:00:00+00:00,1694563200000,25840.1,25985.91,25764.17,25900.01,5580.82726,1694584799999,144566459.1669966,123288,2789.38606,72257641.6693417,1
2023-09-13 06:00:00+00:00,1694584800000,25900.0,26247.79,25855.17,26198.41,8206.34034,1694606399999,213786155.8534182,198797,4343.18352,113135964.0491003,1
2023-09-13 12:00:00+00:00,1694606400000,26198.41,26405.22,26016.22,26094.13,14240.64099,1694627999999,373248748.995648,282078,6592.13827,172796720.0738216,0
2023-09-13 18:00:00+00:00,1694628000000,26094.13,26305.46,26055.0,26222.0,3583.01894,1694649599999,93836517.4526963,110717,1562.29253,40909455.8285012,1
2023-09-14 00:00:00+00:00,1694649600000,26222.0,26541.77,26126.77,26194.76,8804.84859,1694671199999,231456352.83229193,187111,4483.939,117883998.8836001,0
2023-09-14 06:00:00+00:00,1694671200000,26194.77,26489.5,26183.95,26446.15,6314.3905,1694692799999,166249667.1691223,141045,3325.39641,87544378.58361,1
2023-09-14 12:00:00+00:00,1694692800000,26446.15,26798.5,26342.08,26645.63,17348.43842,1694714399999,461384222.96692175,316293,8798.68444,234002561.00556713,1
2023-09-14 18:00:00+00:00,1694714400000,26645.63,26860.49,26473.0,26522.73,5865.49499,1694735999999,156177076.8046866,154829,2832.43482,75432855.9056122,0
2023-09-15 00:00:00+00:00,1694736000000,26522.73,26655.84,26448.19,26588.99,4216.46081,1694757599999,112015337.416301,122400,2099.73756,55784618.370257,1
2023-09-15 06:00:00+00:00,1694757600000,26588.98,26690.0,26375.01,26425.16,6430.54269,1694779199999,170847494.5962407,150804,2897.45027,76991590.6263158,0
2023-09-15 12:00:00+00:00,1694779200000,26425.17,26526.99,26224.0,26338.5,8301.35361,1694800799999,218816192.0890342,197009,3881.13875,102304435.5063993,0
2023-09-15 18:00:00+00:00,1694800800000,26338.51,26888.0,26331.97,26600.0,7278.93658,1694822399999,193524233.8988686,183881,3722.06457,98965286.2637491,1
2023-09-16 00:00:00+00:00,1694822400000,26599.99,26777.0,26515.0,26537.76,5024.58014,1694843999999,133814263.3279784,156915,2362.47752,62923476.2639514,0
2023-09-16 06:00:00+00:00,1694844000000,26537.76,26581.98,26445.0,26524.09,3632.56107,1694865599999,96295933.0554351,137990,1685.5099,44682360.3499412,0
2023-09-16 12:00:00+00:00,1694865600000,26524.08,26622.22,26481.87,26566.98,3296.17648,1694887199999,87467000.4218302,136963,1552.32345,41192680.89706,1
2023-09-16 18:00:00+00:00,1694887200000,26566.98,26622.15,26505.4,26559.67,2007.61582,1694908799999,53312669.6540298,94548,908.60265,24128263.8778897,0
2023-09-17 00:00:00+00:00,1694908800000,26559.67,26570.0,26416.16,26543.79,3451.71018,1694930399999,91477333.9823523,122839,1644.02659,43570116.6123044,0
2023-09-17 06:00:00+00:00,1694930400000,26543.79,26623.25,26490.88,26566.67,3137.77082,1694951999999,83331655.5513017,110043,1655.55488,43967832.0082322,1
2023-09-17 12:00:00+00:00,1694952000000,26566.68,26600.0,26480.0,26480.0,3348.93755,1694973599999,88885855.832819,131153,1614.42902,42853547.3969033,0
2023-09-17 18:00:00+00:00,1694973600000,26480.01,26534.09,26399.0,26527.51,3059.68422,1694995199999,81008882.1936341,112740,1445.8841,38284083.9990231,1
2023-09-18 00:00:00+00:00,1694995200000,26527.5,26750.0,26377.35,26647.45,6442.08445,1695016799999,171250105.762908,171987,3164.69751,84135842.5894854,1
2023-09-18 06:00:00+00:00,1695016800000,26647.45,27240.0,26622.77,27196.98,12659.48973,1695038399999,341101054.809836,267902,6702.79322,180628182.0477577,1
2023-09-18 12:00:00+00:00,1695038400000,27196.98,27409.0,26669.94,26760.49,17286.0503,1695059999999,469360440.6144518,327688,8431.19424,229032923.77348927,0
2023-09-18 18:00:00+00:00,1695060000000,26760.48,26943.83,26631.0,26762.51,6612.80808,1695081599999,177068746.4381091,171128,3253.03108,87115540.3486985,1
2023-09-19 00:00:00+00:00,1695081600000,26762.5,26860.0,26667.79,26796.26,4124.10495,1695103199999,110382272.4982707,131540,2043.52879,54688975.4589756,1
2023-09-19 06:00:00+00:00,1695103200000,26796.26,27466.0,26750.88,27237.56,11056.42122,1695124799999,299824931.3720836,243673,5949.6695,161263425.8481914,1
2023-09-19 12:00:00+00:00,1695124800000,27237.57,27483.57,26881.37,27133.88,15761.43054,1695146399999,428906057.8387708,360925,7560.33525,205747324.20612368,0
2023-09-19 18:00:00+00:00,1695146400000,27133.88,27222.81,26990.01,27210.26,5248.56516,1695167999999,142425993.8504949,161938,2297.62204,62361582.6116423,1
2023-09-20 00:00:00+00:00,1695168000000,27210.25,27388.63,27007.0,27025.0,6476.71693,1695189599999,176003447.2754326,174943,3188.54688,86668298.9958423,0
2023-09-20 06:00:00+00:00,1695189600000,27024.99,27197.66,26936.79,27098.08,8289.03034,1695211199999,224319116.0036302,202074,4323.60902,117018406.2028942,1
2023-09-20 12:00:00+00:00,1695211200000,27098.07,27277.36,26997.94,27195.12,8599.90805,1695232799999,233475789.06523567,222094,4226.22515,114740152.0878193,1
2023-09-20 18:00:00+00:00,1695232800000,27195.13,27300.0,26800.0,27125.0,10841.56335,1695254399999,293407723.6183288,268177,5245.04981,141975488.8842276,0
2023-09-21 00:00:00+00:00,1695254400000,27125.01,27159.6,26936.66,27071.02,5009.73002,1695275999999,135434765.3690333,156447,2400.53843,64896441.1146883,0
2023-09-21 06:00:00+00:00,1695276000000,27071.03,27073.09,26618.9,26730.78,9849.49056,1695297599999,264206682.68245432,251800,4821.63635,129332007.4224059,0
2023-09-21 12:00:00+00:00,1695297600000,26730.77,26776.98,26377.7,26651.55,15548.75337,1695319199999,412945304.89534384,291410,7826.67581,207857713.7432642,0
2023-09-21 18:00:00+00:00,1695319200000,26651.56,26687.35,26497.94,26568.08,4068.85267,1695340799999,108181390.4044813,123759,1829.93143,48652201.5703401,0
2023-09-22 00:00:00+00:00,1695340800000,26568.08,26670.15,26468.77,26666.23,4598.03674,1695362399999,122342965.9239081,147354,2165.66095,57624029.2987831,1
2023-09-22 06:00:00+00:00,1695362400000,26666.23,26743.38,26573.93,26640.26,4951.83591,1695383999999,131964171.3408898,146974,2350.03059,62626271.3683911,0
2023-09-22 12:00:00+00:00,1695384000000,26640.26,26698.29,26531.01,26576.22,5412.18524,1695405599999,144061376.6185783,155843,2531.91456,67396833.1112206,0
2023-09-22 18:00:00+00:00,1695405600000,26576.22,26635.73,26488.0,26580.14,3236.17131,1695427199999,85963105.0651557,116978,1436.49069,38158558.9451745,1
2023-09-23 00:00:00+00:00,1695427200000,26580.14,26614.98,26509.0,26542.46,2319.32128,1695448799999,61608004.1862577,105628,1019.42159,27078484.2194103,0
2023-09-23 06:00:00+00:00,1695448800000,26542.46,26594.78,26541.67,26575.21,2454.88942,1695470399999,65227479.5990881,99826,1126.66725,29934349.4696663,1
2023-09-23 12:00:00+00:00,1695470400000,26575.21,26610.0,26546.2,26598.31,2900.5449,1695491999999,77075684.217238,124344,1480.32342,39336197.1798526,1
2023-09-23 18:00:00+00:00,1695492000000,26598.31,26632.81,26558.07,26575.96,1765.947,1695513599999,46962789.38609,91919,760.78504,20232183.2612038,0
2023-09-24 00:00:00+00:00,1695513600000,26575.97,26590.01,26550.0,26557.99,1715.07268,1695535199999,45571856.1729097,80192,637.87871,16948992.3355135,0
2023-09-24 06:00:00+00:00,1695535200000,26557.99,26611.8,26549.31,26596.71,2156.88103,1695556799999,57325371.6608669,89196,1217.11549,32348519.1016523,1
2023-09-24 12:00:00+00:00,1695556800000,26596.71,26719.63,26563.17,26673.07,2974.62164,1695578399999,79132728.0329634,115836,1556.78631,41416126.9697522,1
2023-09-24 18:00:00+00:00,1695578400000,26673.07,26738.54,26122.08,26248.38,8860.08236,1695599999999,234338345.5069448,259821,4135.28291,109364813.6098397,0
2023-09-25 00:00:00+00:00,1695600000000,26248.39,26343.1,26000.0,26113.81,7538.98065,1695621599999,197327031.92241967,238893,3754.82807,98305039.8762504,0
2023-09-25 06:00:00+00:00,1695621600000,26113.81,26233.43,26020.01,26075.41,5367.51457,1695643199999,140162847.003494,191287,2553.90724,66693649.9415778,0
2023-09-25 12:00:00+00:00,1695643200000,26075.4,26425.63,25990.46,26358.41,9339.63727,1695664799999,244918173.2177566,288089,4477.38955,117425971.8293094,1
2023-09-25 18:00:00+00:00,1695664800000,26358.41,26446.15,26263.83,26304.81,4020.07141,1695686399999,105844544.2373241,155219,1868.45721,49197791.5046679,0
2023-09-26 00:00:00+00:00,1695686400000,26304.8,26397.46,26234.37,26320.9,3414.96665,1695707999999,89881282.9977303,132779,1771.45474,46624780.0166892,1
2023-09-26 06:00:00+00:00,1695708000000,26320.91,26339.06,26188.26,26273.83,4267.26512,1695729599999,112059565.2226334,163287,1921.5539,50464727.8825392,0
2023-09-26 12:00:00+00:00,1695729600000,26273.82,26306.39,26088.34,26175.01,7056.48301,1695751199999,184864205.9456814,237226,3439.86124,90122028.7784801,0
2023-09-26 18:00:00+00:00,1695751200000,26175.0,26288.68,26100.0,26221.67,3756.63588,1695772799999,98412850.8760597,164435,1680.89156,44035333.8697503,1
2023-09-27 00:00:00+00:00,1695772800000,26221.68,26289.5,26202.96,26255.89,2771.52575,1695794399999,72744601.1891283,123064,1212.74213,31829585.5384636,1
2023-09-27 06:00:00+00:00,1695794400000,26255.89,26848.07,26223.72,26766.7,11312.30584,1695815999999,299723338.61704886,278826,5844.00319,154805453.1958729,1
2023-09-27 12:00:00+00:00,1695816000000,26766.69,26850.0,26158.63,26231.39,15815.32682,1695837599999,418359190.0343844,361897,7355.95592,194526031.92272687,0
2023-09-27 18:00:00+00:00,1695837600000,26231.39,26385.0,26112.06,26372.99,4872.42137,1695859199999,127970685.2079194,175903,2401.05382,63060315.7690776,1
